,model_num,optimizer,loss_fn,activation_fn,output_activation_fn,epochs,batch_size,num_hiddenlayer,neurons_in_hiddenlayer,neurons_in_inputlayer,num_dropout_layers,loss,mse_test,mae_test,mape_test,cosine_similarity_test,rmse_test,msle_test,corr
131,131.0,sgd,mse,relu,relu,10.0,10.0,2.0,2.0,2.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
132,132.0,sgd,mse,relu,relu,10.0,10.0,2.0,2.0,4.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
133,133.0,sgd,mse,relu,relu,10.0,10.0,2.0,2.0,7.0,0.0,,,,,,,,0.5289031736657247
134,134.0,sgd,mse,relu,relu,10.0,10.0,2.0,2.0,10.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
135,135.0,sgd,mse,relu,relu,10.0,10.0,4.0,2.0,1.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
136,136.0,sgd,mse,relu,relu,10.0,10.0,4.0,2.0,2.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
137,137.0,sgd,mse,relu,relu,10.0,10.0,4.0,2.0,4.0,0.0,,,,,,,,0.5289031736657247
138,138.0,sgd,mse,relu,relu,10.0,10.0,4.0,2.0,7.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
139,139.0,sgd,mse,relu,relu,10.0,10.0,4.0,2.0,10.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
140,140.0,sgd,mse,relu,relu,10.0,10.0,7.0,2.0,1.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
141,141.0,sgd,mse,relu,relu,10.0,10.0,7.0,2.0,2.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
142,142.0,sgd,mse,relu,relu,10.0,10.0,7.0,2.0,4.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
143,143.0,sgd,mse,relu,relu,10.0,10.0,7.0,2.0,7.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
144,144.0,sgd,mse,relu,relu,10.0,10.0,7.0,2.0,10.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
145,145.0,sgd,mse,relu,relu,10.0,10.0,10.0,2.0,1.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
146,146.0,sgd,mse,relu,relu,10.0,10.0,10.0,2.0,2.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
147,147.0,sgd,mse,relu,relu,10.0,10.0,10.0,2.0,4.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
148,148.0,sgd,mse,relu,relu,10.0,10.0,10.0,2.0,7.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
149,149.0,sgd,mse,relu,relu,10.0,10.0,10.0,2.0,10.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
150,150.0,sgd,mse,relu,relu,10.0,32.0,1.0,2.0,1.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
151,151.0,sgd,mse,relu,relu,10.0,32.0,1.0,2.0,2.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
152,152.0,sgd,mse,relu,relu,10.0,32.0,1.0,2.0,4.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
153,153.0,sgd,mse,relu,relu,10.0,32.0,1.0,2.0,7.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
154,154.0,sgd,mse,relu,relu,10.0,32.0,1.0,2.0,10.0,0.0,,,,,,,,0.5289031736657247
155,155.0,sgd,mse,relu,relu,10.0,32.0,2.0,2.0,1.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
156,156.0,sgd,mse,relu,relu,10.0,32.0,2.0,2.0,2.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
157,157.0,sgd,mse,relu,relu,10.0,32.0,2.0,2.0,4.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
158,158.0,sgd,mse,relu,relu,10.0,32.0,2.0,2.0,7.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
159,159.0,sgd,mse,relu,relu,10.0,32.0,2.0,2.0,10.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
160,160.0,sgd,mse,relu,relu,10.0,32.0,4.0,2.0,1.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
161,161.0,sgd,mse,relu,relu,10.0,32.0,4.0,2.0,2.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
162,162.0,sgd,mse,relu,relu,10.0,32.0,4.0,2.0,4.0,0.0,,,,,,,,0.5289031736657247
163,163.0,sgd,mse,relu,relu,10.0,32.0,4.0,2.0,7.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
164,164.0,sgd,mse,relu,relu,10.0,32.0,4.0,2.0,10.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
165,165.0,sgd,mse,relu,relu,10.0,32.0,7.0,2.0,1.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
166,166.0,sgd,mse,relu,relu,10.0,32.0,7.0,2.0,2.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
167,167.0,sgd,mse,relu,relu,10.0,32.0,7.0,2.0,4.0,0.0,,,,,,,,0.5289031736657247
168,168.0,sgd,mse,relu,relu,10.0,32.0,7.0,2.0,7.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
169,169.0,sgd,mse,relu,relu,10.0,32.0,7.0,2.0,10.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
170,170.0,sgd,mse,relu,relu,10.0,32.0,10.0,2.0,1.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
171,171.0,sgd,mse,relu,relu,10.0,32.0,10.0,2.0,2.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
172,172.0,sgd,mse,relu,relu,10.0,32.0,10.0,2.0,4.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
173,173.0,sgd,mse,relu,relu,10.0,32.0,10.0,2.0,7.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
174,174.0,sgd,mse,relu,relu,10.0,32.0,10.0,2.0,10.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
175,175.0,sgd,mse,relu,relu,10.0,100.0,1.0,2.0,1.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
176,176.0,sgd,mse,relu,relu,10.0,100.0,1.0,2.0,2.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
177,177.0,sgd,mse,relu,relu,10.0,100.0,1.0,2.0,4.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
178,178.0,sgd,mse,relu,relu,10.0,100.0,1.0,2.0,7.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
179,179.0,sgd,mse,relu,relu,10.0,100.0,1.0,2.0,10.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
180,180.0,sgd,mse,relu,relu,10.0,100.0,2.0,2.0,1.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
181,181.0,sgd,mse,relu,relu,10.0,100.0,2.0,2.0,2.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
182,182.0,sgd,mse,relu,relu,10.0,100.0,2.0,2.0,4.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
183,183.0,sgd,mse,relu,relu,10.0,100.0,2.0,2.0,7.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
184,184.0,sgd,mse,relu,relu,10.0,100.0,2.0,2.0,10.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
185,185.0,sgd,mse,relu,relu,10.0,100.0,4.0,2.0,1.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
186,186.0,sgd,mse,relu,relu,10.0,100.0,4.0,2.0,2.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
187,187.0,sgd,mse,relu,relu,10.0,100.0,4.0,2.0,4.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
188,188.0,sgd,mse,relu,relu,10.0,100.0,4.0,2.0,7.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
189,189.0,sgd,mse,relu,relu,10.0,100.0,4.0,2.0,10.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
190,190.0,sgd,mse,relu,relu,10.0,100.0,7.0,2.0,1.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
191,191.0,sgd,mse,relu,relu,10.0,100.0,7.0,2.0,2.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
192,192.0,sgd,mse,relu,relu,10.0,100.0,7.0,2.0,4.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
193,193.0,sgd,mse,relu,relu,10.0,100.0,7.0,2.0,7.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
194,194.0,sgd,mse,relu,relu,10.0,100.0,7.0,2.0,10.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
195,195.0,sgd,mse,relu,relu,10.0,100.0,10.0,2.0,1.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
196,196.0,sgd,mse,relu,relu,10.0,100.0,10.0,2.0,2.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
197,197.0,sgd,mse,relu,relu,10.0,100.0,10.0,2.0,4.0,0.0,,,,,,,,0.5289031736657247
198,198.0,sgd,mse,relu,relu,10.0,100.0,10.0,2.0,7.0,0.0,,,,,,,,0.5289031736657247
199,199.0,sgd,mse,relu,relu,10.0,100.0,10.0,2.0,10.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
200,200.0,sgd,mse,relu,relu,100.0,1.0,1.0,2.0,1.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
201,201.0,sgd,mse,relu,relu,100.0,1.0,1.0,2.0,2.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
202,202.0,sgd,mse,relu,relu,100.0,1.0,1.0,2.0,4.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
203,203.0,sgd,mse,relu,relu,100.0,1.0,1.0,2.0,7.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
204,204.0,sgd,mse,relu,relu,100.0,1.0,1.0,2.0,10.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
205,205.0,sgd,mse,relu,relu,100.0,1.0,2.0,2.0,1.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
206,206.0,sgd,mse,relu,relu,100.0,1.0,2.0,2.0,2.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
207,207.0,sgd,mse,relu,relu,100.0,1.0,2.0,2.0,4.0,0.0,,,,,,,,0.5289031736657247
208,208.0,sgd,mse,relu,relu,100.0,1.0,2.0,2.0,7.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
209,209.0,sgd,mse,relu,relu,100.0,1.0,2.0,2.0,10.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
210,210.0,sgd,mse,relu,relu,100.0,1.0,4.0,2.0,1.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
211,211.0,sgd,mse,relu,relu,100.0,1.0,4.0,2.0,2.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
212,212.0,sgd,mse,relu,relu,100.0,1.0,4.0,2.0,4.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
213,213.0,sgd,mse,relu,relu,100.0,1.0,4.0,2.0,7.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
214,214.0,sgd,mse,relu,relu,100.0,1.0,4.0,2.0,10.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
215,215.0,sgd,mse,relu,relu,100.0,1.0,7.0,2.0,1.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
216,216.0,sgd,mse,relu,relu,100.0,1.0,7.0,2.0,2.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
217,217.0,sgd,mse,relu,relu,100.0,1.0,7.0,2.0,4.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
218,218.0,sgd,mse,relu,relu,100.0,1.0,7.0,2.0,7.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
219,219.0,sgd,mse,relu,relu,100.0,1.0,7.0,2.0,10.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
220,220.0,sgd,mse,relu,relu,100.0,1.0,10.0,2.0,1.0,0.0,,,,,,,,0.5289031736657247
221,221.0,sgd,mse,relu,relu,100.0,1.0,10.0,2.0,2.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
222,222.0,sgd,mse,relu,relu,100.0,1.0,10.0,2.0,4.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
223,223.0,sgd,mse,relu,relu,100.0,1.0,10.0,2.0,7.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
224,224.0,sgd,mse,relu,relu,100.0,1.0,10.0,2.0,10.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
225,225.0,sgd,mse,relu,relu,100.0,10.0,1.0,2.0,1.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
226,226.0,sgd,mse,relu,relu,100.0,10.0,1.0,2.0,2.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
227,227.0,sgd,mse,relu,relu,100.0,10.0,1.0,2.0,4.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
228,228.0,sgd,mse,relu,relu,100.0,10.0,1.0,2.0,7.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
229,229.0,sgd,mse,relu,relu,100.0,10.0,1.0,2.0,10.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
230,230.0,sgd,mse,relu,relu,100.0,10.0,2.0,2.0,1.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
231,231.0,sgd,mse,relu,relu,100.0,10.0,2.0,2.0,2.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
232,232.0,sgd,mse,relu,relu,100.0,10.0,2.0,2.0,4.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
233,233.0,sgd,mse,relu,relu,100.0,10.0,2.0,2.0,7.0,0.0,,,,,,,,0.5289031736657247
234,234.0,sgd,mse,relu,relu,100.0,10.0,2.0,2.0,10.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
235,235.0,sgd,mse,relu,relu,100.0,10.0,4.0,2.0,1.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
236,236.0,sgd,mse,relu,relu,100.0,10.0,4.0,2.0,2.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
237,237.0,sgd,mse,relu,relu,100.0,10.0,4.0,2.0,4.0,0.0,,,,,,,,0.5289031736657247
238,238.0,sgd,mse,relu,relu,100.0,10.0,4.0,2.0,7.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
239,239.0,sgd,mse,relu,relu,100.0,10.0,4.0,2.0,10.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
240,240.0,sgd,mse,relu,relu,100.0,10.0,7.0,2.0,1.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
241,241.0,sgd,mse,relu,relu,100.0,10.0,7.0,2.0,2.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
242,242.0,sgd,mse,relu,relu,100.0,10.0,7.0,2.0,4.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
243,243.0,sgd,mse,relu,relu,100.0,10.0,7.0,2.0,7.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
244,244.0,sgd,mse,relu,relu,100.0,10.0,7.0,2.0,10.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
245,245.0,sgd,mse,relu,relu,100.0,10.0,10.0,2.0,1.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
246,246.0,sgd,mse,relu,relu,100.0,10.0,10.0,2.0,2.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
247,247.0,sgd,mse,relu,relu,100.0,10.0,10.0,2.0,4.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
248,248.0,sgd,mse,relu,relu,100.0,10.0,10.0,2.0,7.0,0.0,,,,,,,,0.5289031736657247
249,249.0,sgd,mse,relu,relu,100.0,10.0,10.0,2.0,10.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
250,250.0,sgd,mse,relu,relu,100.0,32.0,1.0,2.0,1.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
251,251.0,sgd,mse,relu,relu,100.0,32.0,1.0,2.0,2.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
252,252.0,sgd,mse,relu,relu,100.0,32.0,1.0,2.0,4.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
253,253.0,sgd,mse,relu,relu,100.0,32.0,1.0,2.0,7.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
254,254.0,sgd,mse,relu,relu,100.0,32.0,1.0,2.0,10.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
255,255.0,sgd,mse,relu,relu,100.0,32.0,2.0,2.0,1.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
256,256.0,sgd,mse,relu,relu,100.0,32.0,2.0,2.0,2.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
257,257.0,sgd,mse,relu,relu,100.0,32.0,2.0,2.0,4.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
258,258.0,sgd,mse,relu,relu,100.0,32.0,2.0,2.0,7.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
259,259.0,sgd,mse,relu,relu,100.0,32.0,2.0,2.0,10.0,0.0,,,,,,,,0.5289031736657247
260,260.0,sgd,mse,relu,relu,100.0,32.0,4.0,2.0,1.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
261,261.0,sgd,mse,relu,relu,100.0,32.0,4.0,2.0,2.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
