,model_num,optimizer,loss_fn,activation_fn,output_activation_fn,epochs,batch_size,num_hiddenlayer,neurons_in_hiddenlayer,neurons_in_inputlayer,num_dropout_layers,loss,mse_test,mae_test,mape_test,cosine_similarity_test,rmse_test,msle_test,corr
262,262.0,sgd,mse,relu,relu,100.0,32.0,4.0,2.0,4.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
263,263.0,sgd,mse,relu,relu,100.0,32.0,4.0,2.0,7.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
264,264.0,sgd,mse,relu,relu,100.0,32.0,4.0,2.0,10.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
265,265.0,sgd,mse,relu,relu,100.0,32.0,7.0,2.0,1.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
266,266.0,sgd,mse,relu,relu,100.0,32.0,7.0,2.0,2.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
267,267.0,sgd,mse,relu,relu,100.0,32.0,7.0,2.0,4.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
268,268.0,sgd,mse,relu,relu,100.0,32.0,7.0,2.0,7.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
269,269.0,sgd,mse,relu,relu,100.0,32.0,7.0,2.0,10.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
270,270.0,sgd,mse,relu,relu,100.0,32.0,10.0,2.0,1.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
271,271.0,sgd,mse,relu,relu,100.0,32.0,10.0,2.0,2.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
272,272.0,sgd,mse,relu,relu,100.0,32.0,10.0,2.0,4.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
273,273.0,sgd,mse,relu,relu,100.0,32.0,10.0,2.0,7.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
274,274.0,sgd,mse,relu,relu,100.0,32.0,10.0,2.0,10.0,0.0,,,,,,,,0.5289031736657247
275,275.0,sgd,mse,relu,relu,100.0,100.0,1.0,2.0,1.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
276,276.0,sgd,mse,relu,relu,100.0,100.0,1.0,2.0,2.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
277,277.0,sgd,mse,relu,relu,100.0,100.0,1.0,2.0,4.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
278,278.0,sgd,mse,relu,relu,100.0,100.0,1.0,2.0,7.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
279,279.0,sgd,mse,relu,relu,100.0,100.0,1.0,2.0,10.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
280,280.0,sgd,mse,relu,relu,100.0,100.0,2.0,2.0,1.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
281,281.0,sgd,mse,relu,relu,100.0,100.0,2.0,2.0,2.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
282,282.0,sgd,mse,relu,relu,100.0,100.0,2.0,2.0,4.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
283,283.0,sgd,mse,relu,relu,100.0,100.0,2.0,2.0,7.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
284,284.0,sgd,mse,relu,relu,100.0,100.0,2.0,2.0,10.0,0.0,,,,,,,,0.5289031736657247
285,285.0,sgd,mse,relu,relu,100.0,100.0,4.0,2.0,1.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
286,286.0,sgd,mse,relu,relu,100.0,100.0,4.0,2.0,2.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
287,287.0,sgd,mse,relu,relu,100.0,100.0,4.0,2.0,4.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
288,288.0,sgd,mse,relu,relu,100.0,100.0,4.0,2.0,7.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
289,289.0,sgd,mse,relu,relu,100.0,100.0,4.0,2.0,10.0,0.0,,,,,,,,0.5289031736657247
290,290.0,sgd,mse,relu,relu,100.0,100.0,7.0,2.0,1.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
291,291.0,sgd,mse,relu,relu,100.0,100.0,7.0,2.0,2.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
292,292.0,sgd,mse,relu,relu,100.0,100.0,7.0,2.0,4.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
293,293.0,sgd,mse,relu,relu,100.0,100.0,7.0,2.0,7.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
294,294.0,sgd,mse,relu,relu,100.0,100.0,7.0,2.0,10.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
295,295.0,sgd,mse,relu,relu,100.0,100.0,10.0,2.0,1.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
296,296.0,sgd,mse,relu,relu,100.0,100.0,10.0,2.0,2.0,0.0,,,,,,,,0.5289031736657247
297,297.0,sgd,mse,relu,relu,100.0,100.0,10.0,2.0,4.0,0.0,,,,,,,,0.5289031736657247
298,298.0,sgd,mse,relu,relu,100.0,100.0,10.0,2.0,7.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
299,299.0,sgd,mse,relu,relu,100.0,100.0,10.0,2.0,10.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
300,300.0,sgd,mse,selu,relu,1.0,1.0,1.0,2.0,1.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
301,301.0,sgd,mse,selu,relu,1.0,1.0,1.0,2.0,2.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
302,302.0,sgd,mse,selu,relu,1.0,1.0,1.0,2.0,4.0,0.0,,,,,,,,0.5289031736657247
303,303.0,sgd,mse,selu,relu,1.0,1.0,1.0,2.0,7.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
304,304.0,sgd,mse,selu,relu,1.0,1.0,1.0,2.0,10.0,0.0,,,,,,,,0.5289031736657247
305,305.0,sgd,mse,selu,relu,1.0,1.0,2.0,2.0,1.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
306,306.0,sgd,mse,selu,relu,1.0,1.0,2.0,2.0,2.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
307,307.0,sgd,mse,selu,relu,1.0,1.0,2.0,2.0,4.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
308,308.0,sgd,mse,selu,relu,1.0,1.0,2.0,2.0,7.0,0.0,,,,,,,,0.5289031736657247
309,309.0,sgd,mse,selu,relu,1.0,1.0,2.0,2.0,10.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
310,310.0,sgd,mse,selu,relu,1.0,1.0,4.0,2.0,1.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
311,311.0,sgd,mse,selu,relu,1.0,1.0,4.0,2.0,2.0,0.0,4016535240704.0,4016535240704.0,900833.9375,64.551513671875,0.9999999403953552,2004129.5,0.554844319820404,0.5289031736657247
312,312.0,sgd,mse,selu,relu,1.0,1.0,4.0,2.0,4.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
313,313.0,sgd,mse,selu,relu,1.0,1.0,4.0,2.0,7.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
314,314.0,sgd,mse,selu,relu,1.0,1.0,4.0,2.0,10.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
315,315.0,sgd,mse,selu,relu,1.0,1.0,7.0,2.0,1.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
316,316.0,sgd,mse,selu,relu,1.0,1.0,7.0,2.0,2.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
317,317.0,sgd,mse,selu,relu,1.0,1.0,7.0,2.0,4.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
318,318.0,sgd,mse,selu,relu,1.0,1.0,7.0,2.0,7.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
319,319.0,sgd,mse,selu,relu,1.0,1.0,7.0,2.0,10.0,0.0,3868516679680.0,3868516679680.0,940179.75,79.56510925292969,1.0,1966854.5,0.5843963027000427,0.5289031736657247
320,320.0,sgd,mse,selu,relu,1.0,1.0,10.0,2.0,1.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
321,321.0,sgd,mse,selu,relu,1.0,1.0,10.0,2.0,2.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
322,322.0,sgd,mse,selu,relu,1.0,1.0,10.0,2.0,4.0,0.0,3932964257792.0,3932964257792.0,915528.25,71.50399780273438,1.0,1983170.25,0.5627987384796143,0.5289031736657247
323,323.0,sgd,mse,selu,relu,1.0,1.0,10.0,2.0,7.0,0.0,,,,,,,,0.5289031736657247
324,324.0,sgd,mse,selu,relu,1.0,1.0,10.0,2.0,10.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
325,325.0,sgd,mse,selu,relu,1.0,10.0,1.0,2.0,1.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
326,326.0,sgd,mse,selu,relu,1.0,10.0,1.0,2.0,2.0,0.0,2583895006511104.0,2583895006511104.0,50794500.0,5661.63427734375,1.0,50832028.0,14.958261489868164,0.5289031736657247
327,327.0,sgd,mse,selu,relu,1.0,10.0,1.0,2.0,4.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
328,328.0,sgd,mse,selu,relu,1.0,10.0,1.0,2.0,7.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
329,329.0,sgd,mse,selu,relu,1.0,10.0,1.0,2.0,10.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
330,330.0,sgd,mse,selu,relu,1.0,10.0,2.0,2.0,1.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
331,331.0,sgd,mse,selu,relu,1.0,10.0,2.0,2.0,2.0,0.0,3815351517184.0,3815351517184.0,1014805.6875,95.71124267578125,1.0,1953292.5,0.6448261141777039,0.5289031736657247
332,332.0,sgd,mse,selu,relu,1.0,10.0,2.0,2.0,4.0,0.0,,,,,,,,0.5289031736657247
333,333.0,sgd,mse,selu,relu,1.0,10.0,2.0,2.0,7.0,0.0,,,,,,,,0.5289031736657247
334,334.0,sgd,mse,selu,relu,1.0,10.0,2.0,2.0,10.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
335,335.0,sgd,mse,selu,relu,1.0,10.0,4.0,2.0,1.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
336,336.0,sgd,mse,selu,relu,1.0,10.0,4.0,2.0,2.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
337,337.0,sgd,mse,selu,relu,1.0,10.0,4.0,2.0,4.0,0.0,3816356839424.0,3816356839424.0,1010047.375,94.7901382446289,0.9999999403953552,1953549.75,0.640956461429596,0.5289031736657247
338,338.0,sgd,mse,selu,relu,1.0,10.0,4.0,2.0,7.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
339,339.0,sgd,mse,selu,relu,1.0,10.0,4.0,2.0,10.0,0.0,3822990131200.0,3822990131200.0,1086821.375,108.71517944335938,1.0,1955246.875,0.7030094265937805,0.5289031736657247
340,340.0,sgd,mse,selu,relu,1.0,10.0,7.0,2.0,1.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
341,341.0,sgd,mse,selu,relu,1.0,10.0,7.0,2.0,2.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
342,342.0,sgd,mse,selu,relu,1.0,10.0,7.0,2.0,4.0,0.0,,,,,,,,0.5289031736657247
343,343.0,sgd,mse,selu,relu,1.0,10.0,7.0,2.0,7.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
344,344.0,sgd,mse,selu,relu,1.0,10.0,7.0,2.0,10.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
345,345.0,sgd,mse,selu,relu,1.0,10.0,10.0,2.0,1.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
346,346.0,sgd,mse,selu,relu,1.0,10.0,10.0,2.0,2.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
347,347.0,sgd,mse,selu,relu,1.0,10.0,10.0,2.0,4.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
348,348.0,sgd,mse,selu,relu,1.0,10.0,10.0,2.0,7.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
349,349.0,sgd,mse,selu,relu,1.0,10.0,10.0,2.0,10.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
350,350.0,sgd,mse,selu,relu,1.0,32.0,1.0,2.0,1.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
351,351.0,sgd,mse,selu,relu,1.0,32.0,1.0,2.0,2.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
352,352.0,sgd,mse,selu,relu,1.0,32.0,1.0,2.0,4.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
353,353.0,sgd,mse,selu,relu,1.0,32.0,1.0,2.0,7.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
354,354.0,sgd,mse,selu,relu,1.0,32.0,1.0,2.0,10.0,0.0,3823489515520.0,3823489515520.0,1088169.0,108.95161437988281,1.0,1955374.5,0.7041334509849548,0.5289031736657247
355,355.0,sgd,mse,selu,relu,1.0,32.0,2.0,2.0,1.0,0.0,,,,,,,,0.5289031736657247
356,356.0,sgd,mse,selu,relu,1.0,32.0,2.0,2.0,2.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
357,357.0,sgd,mse,selu,relu,1.0,32.0,2.0,2.0,4.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
358,358.0,sgd,mse,selu,relu,1.0,32.0,2.0,2.0,7.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
359,359.0,sgd,mse,selu,relu,1.0,32.0,2.0,2.0,10.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
360,360.0,sgd,mse,selu,relu,1.0,32.0,4.0,2.0,1.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
361,361.0,sgd,mse,selu,relu,1.0,32.0,4.0,2.0,2.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
362,362.0,sgd,mse,selu,relu,1.0,32.0,4.0,2.0,4.0,0.0,,,,,,,,0.5289031736657247
363,363.0,sgd,mse,selu,relu,1.0,32.0,4.0,2.0,7.0,0.0,,,,,,,,0.5289031736657247
364,364.0,sgd,mse,selu,relu,1.0,32.0,4.0,2.0,10.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
365,365.0,sgd,mse,selu,relu,1.0,32.0,7.0,2.0,1.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
366,366.0,sgd,mse,selu,relu,1.0,32.0,7.0,2.0,2.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
367,367.0,sgd,mse,selu,relu,1.0,32.0,7.0,2.0,4.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
368,368.0,sgd,mse,selu,relu,1.0,32.0,7.0,2.0,7.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
369,369.0,sgd,mse,selu,relu,1.0,32.0,7.0,2.0,10.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
370,370.0,sgd,mse,selu,relu,1.0,32.0,10.0,2.0,1.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
371,371.0,sgd,mse,selu,relu,1.0,32.0,10.0,2.0,2.0,0.0,3886653112320.0,3886653112320.0,1183997.25,125.17134094238281,1.0,1971459.625,0.7853429913520813,0.5289031736657247
372,372.0,sgd,mse,selu,relu,1.0,32.0,10.0,2.0,4.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
373,373.0,sgd,mse,selu,relu,1.0,32.0,10.0,2.0,7.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
374,374.0,sgd,mse,selu,relu,1.0,32.0,10.0,2.0,10.0,0.0,,,,,,,,0.5289031736657247
375,375.0,sgd,mse,selu,relu,1.0,100.0,1.0,2.0,1.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
376,376.0,sgd,mse,selu,relu,1.0,100.0,1.0,2.0,2.0,0.0,,,,,,,,0.5289031736657247
377,377.0,sgd,mse,selu,relu,1.0,100.0,1.0,2.0,4.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
378,378.0,sgd,mse,selu,relu,1.0,100.0,1.0,2.0,7.0,0.0,,,,,,,,0.5289031736657247
379,379.0,sgd,mse,selu,relu,1.0,100.0,1.0,2.0,10.0,0.0,,,,,,,,0.5289031736657247
380,380.0,sgd,mse,selu,relu,1.0,100.0,2.0,2.0,1.0,0.0,3821017759744.0,3821017759744.0,995015.4375,91.85215759277344,0.9999999403953552,1954742.375,0.6289705634117126,0.5289031736657247
381,381.0,sgd,mse,selu,relu,1.0,100.0,2.0,2.0,2.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
382,382.0,sgd,mse,selu,relu,1.0,100.0,2.0,2.0,4.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
383,383.0,sgd,mse,selu,relu,1.0,100.0,2.0,2.0,7.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
384,384.0,sgd,mse,selu,relu,1.0,100.0,2.0,2.0,10.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
385,385.0,sgd,mse,selu,relu,1.0,100.0,4.0,2.0,1.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
386,386.0,sgd,mse,selu,relu,1.0,100.0,4.0,2.0,2.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
387,387.0,sgd,mse,selu,relu,1.0,100.0,4.0,2.0,4.0,0.0,,,,,,,,0.5289031736657247
388,388.0,sgd,mse,selu,relu,1.0,100.0,4.0,2.0,7.0,0.0,,,,,,,,0.5289031736657247
389,389.0,sgd,mse,selu,relu,1.0,100.0,4.0,2.0,10.0,0.0,,,,,,,,0.5289031736657247
390,390.0,sgd,mse,selu,relu,1.0,100.0,7.0,2.0,1.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
391,391.0,sgd,mse,selu,relu,1.0,100.0,7.0,2.0,2.0,0.0,,,,,,,,0.5289031736657247
392,392.0,sgd,mse,selu,relu,1.0,100.0,7.0,2.0,4.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
393,393.0,sgd,mse,selu,relu,1.0,100.0,7.0,2.0,7.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
394,394.0,sgd,mse,selu,relu,1.0,100.0,7.0,2.0,10.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
395,395.0,sgd,mse,selu,relu,1.0,100.0,10.0,2.0,1.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
396,396.0,sgd,mse,selu,relu,1.0,100.0,10.0,2.0,2.0,0.0,,,,,,,,0.5289031736657247
397,397.0,sgd,mse,selu,relu,1.0,100.0,10.0,2.0,4.0,0.0,,,,,,,,0.5289031736657247
398,398.0,sgd,mse,selu,relu,1.0,100.0,10.0,2.0,7.0,0.0,6484385595392.0,6484385595392.0,1634295.375,100.0,0.0,2546445.75,195.98910522460938,0.5289031736657247
